 , , ,GLRLM,GLRLM,GLRLM,GLRLM,GLRLM,GLRLM,GLRLM,GLRLM,GLRLM,GLRLM,GLRLM,GLRLM,GLRLM,GLRLM,GLRLM,GLRLM,
195,CT,ap,0.928647,1.33915,0.00902284,344.716,0.00867546,318.951,0.0106364,468.271,143.358,0.0549631,2183.28,0.829724,0.905711,29.7419,0.11885,4.8841,
195,CT,pvp,0.936246,1.29961,0.00884006,344.915,0.00845417,322.562,0.0105437,450.501,150.354,0.0562877,2265.05,0.846127,0.915229,27.6953,0.105138,4.82331,
196,CT,ap,0.920206,1.39403,0.0128884,395.261,0.0123976,360.887,0.0151414,567.821,21.9712,0.0496765,362.901,0.812291,0.894269,44.3033,0.140904,5.00217,
196,CT,pvp,0.925244,1.36156,0.0150356,344.576,0.0144898,314.864,0.0174158,489.926,21.4081,0.0535346,327.962,0.823541,0.901385,42.8955,0.127513,4.88427,
197,CT,ap,
197,CT,pvp,
198,CT,ap,0.953266,1.21613,0.0260464,263.572,0.0252265,250.076,0.0294486,327.008,6.58177,0.0552131,106.915,0.885179,0.937218,51.016,0.0762542,4.60713,
198,CT,pvp,0.958493,1.1806,0.0242572,317.241,0.0240983,301.788,0.0249323,384.505,5.89707,0.0541846,95.2832,0.897297,0.945618,56.0612,0.0606731,4.65194,
199,CT,ap,0.969501,1.13523,0.0408853,237.763,0.0404953,226.642,0.0424739,288.409,2.66026,0.054321,45.0709,0.924478,0.959403,88.1587,0.0463677,4.50055,
199,CT,pvp,0.96158,1.18022,0.0370734,280.484,0.0369635,263.708,0.0375671,361.009,3.01015,0.0514917,52.6925,0.905445,0.947588,76.3946,0.0640564,4.59895,
200,CT,ap,0.930568,1.32672,0.0148581,275.062,0.0140833,257.395,0.018362,356.877,25.3108,0.0459983,460.774,0.834508,0.908719,42.8998,0.113298,5.01436,
200,CT,pvp,0.933259,1.31636,0.0215327,290.086,0.0204311,271.01,0.026713,378.915,17.764,0.0430413,364.549,0.840724,0.911917,64.524,0.11061,5.06729,
201,CT,ap,
201,CT,pvp,
202,CT,ap,0.950723,1.22449,0.021731,237.502,0.0213915,226.824,0.0232808,284.781,10.9673,0.0600491,164.244,0.879081,0.934736,43.7929,0.0778154,4.61361,
202,CT,pvp,0.953848,1.19866,0.0286496,312.595,0.028416,293.439,0.0296077,397.699,7.45933,0.0517623,126.061,0.887008,0.94089,64.3394,0.0652865,4.67537,
203,CT,ap,
203,CT,pvp,
204,CT,ap,0.950263,1.22313,0.016742,332.721,0.0161812,315.227,0.0190808,412.411,11.6299,0.0492486,208.562,0.87792,0.934508,44.195,0.0763891,4.81897,
204,CT,pvp,0.943731,1.24609,0.0184195,277.252,0.0180082,260.004,0.0201447,354.344,12.7401,0.0484979,228.42,0.862756,0.927326,41.3184,0.081917,4.85529,
205,CT,ap,0.946504,1.23663,0.0272394,215.344,0.026498,205.362,0.0303732,258.959,5.95091,0.0602012,87.1922,0.869248,0.930153,63.2414,0.0795609,4.56326,
205,CT,pvp,0.941026,1.25564,0.021512,227.435,0.0210367,216.022,0.0235253,277.143,6.2727,0.0572553,93.3819,0.857776,0.925027,47.2793,0.0830387,4.64832,
206,CT,ap,
206,CT,pvp,
207,CT,ap,0.956219,1.2007,0.0358835,266.859,0.0356492,253.633,0.0369011,327.902,4.99098,0.0511106,87.0016,0.891832,0.941468,53.0818,0.071537,4.68817,
207,CT,pvp,0.965218,1.15582,0.0235518,212.869,0.0232862,205.209,0.0246956,247.174,5.77194,0.0609113,89.2954,0.913468,0.953263,92.6321,0.0540707,4.42062,
208,CT,ap,0.925561,1.35855,0.0139292,299.225,0.0133715,275.721,0.0164415,413.602,31.0884,0.0519992,475.29,0.824189,0.901994,37.5791,0.125963,4.92142,
208,CT,pvp,0.941946,1.26443,0.0138021,326.933,0.0134803,307.272,0.0152209,416.53,29.5465,0.0538149,453.721,0.859175,0.92373,35.3884,0.0905943,4.81527,
209,CT,ap,
209,CT,pvp,
210,CT,ap,0.933234,1.32192,0.0166848,409.157,0.015915,377.858,0.0201767,560.199,19.0863,0.0485098,333.278,0.840571,0.910831,52.5446,0.114083,4.96696,
210,CT,pvp,0.939842,1.27167,0.015816,283.083,0.0150589,266.14,0.0190228,358.907,20.1733,0.0551031,311.895,0.854304,0.92148,34.0694,0.0922463,4.78716,
211,CT,ap,
211,CT,pvp,
212,CT,ap,0.950003,1.22641,0.0270928,290.146,0.0260989,273.397,0.0311713,368.748,5.95477,0.0506433,103.841,0.878852,0.934609,66.2233,0.0775506,4.73563,
212,CT,pvp,0.952555,1.21054,0.0197138,366.052,0.019298,345.683,0.0214162,459.504,6.45719,0.0468021,119.77,0.883106,0.937533,55.7861,0.0714402,4.85103,
213,CT,ap,
213,CT,pvp,
214,CT,ap,0.949211,1.222,0.0177733,319.569,0.0174801,301.065,0.0189993,401.27,7.5184,0.0510208,129.072,0.875068,0.933996,48.1311,0.0747654,4.74311,
214,CT,pvp,0.94669,1.24169,0.0228727,350.372,0.0221346,328.171,0.0259045,451.917,5.64662,0.0437608,112.744,0.870268,0.929667,54.0367,0.082586,4.92054,
215,CT,ap,0.953409,1.20383,0.0288628,323.809,0.0279024,305.757,0.0327476,404.589,5.90907,0.0501703,105.764,0.885359,0.939207,61.4651,0.0682783,4.734,
215,CT,pvp,0.950328,1.22873,0.0217891,341.115,0.0208769,320.73,0.0273763,433.892,7.13206,0.0598783,106.268,0.878699,0.933804,59.31,0.0791929,4.61221,
216,CT,ap,
216,CT,pvp,
217,CT,ap,0.961707,1.17533,0.0201522,273.408,0.0197499,263.323,0.0218413,321.24,7.28318,0.0589769,110.342,0.905114,0.948352,42.5722,0.0613468,4.52449,
217,CT,pvp,0.946722,1.25199,0.0215537,224.76,0.0211616,211.439,0.0233708,287.461,10.2921,0.0693779,130.441,0.870149,0.928034,45.9993,0.0894521,4.40605,
218,CT,ap,0.954989,1.19719,0.0417411,221.752,0.0410358,211.052,0.044754,268.148,4.30606,0.0486999,78.564,0.889495,0.941624,55.0885,0.066506,4.67745,
218,CT,pvp,0.975118,1.09953,0.0317276,218.824,0.0315335,213.771,0.0325037,239.037,3.9611,0.0534387,69.9828,0.936873,0.968354,55.707,0.0315635,4.54862,
219,CT,ap,0.952611,1.22225,0.0270132,296.396,0.0268466,279.672,0.0277786,375.192,3.88004,0.052335,64.8824,0.885709,0.937645,61.1094,0.0778279,4.68939,
219,CT,pvp,0.959379,1.16711,0.0456605,250.595,0.0443555,238.284,0.0508864,303.469,3.14976,0.0559994,53.3552,0.900476,0.949033,101.141,0.0526525,4.49293,
220,CT,ap,0.923594,1.37445,0.0159735,317.306,0.015238,292.605,0.019217,437.367,23.5261,0.0553512,339.8,0.820018,0.898674,36.1847,0.132448,4.86057,
220,CT,pvp,0.926022,1.36263,0.0157871,330.39,0.0153171,302.712,0.0179464,464.824,21.9666,0.0550308,328.19,0.825487,0.901751,41.2538,0.128507,4.84118,
221,CT,ap,0.976563,1.09375,0.042696,259.732,0.0408706,253.59,0.0499976,284.299,3.43784,0.0503294,64.3052,0.940152,0.970009,69.8031,0.029924,4.58548,
221,CT,pvp,0.965908,1.13637,0.0593499,204.027,0.056656,195.281,0.0701255,239.011,2.74122,0.0543971,47.835,0.914441,0.957046,100.426,0.0427795,4.49253,
222,CT,ap,
222,CT,pvp,
223,CT,ap,0.932999,1.30317,0.0197055,359.426,0.0188343,332.077,0.0232941,483.864,9.66698,0.0498973,159.633,0.839522,0.913479,52.9555,0.102139,4.87412,
223,CT,pvp,0.949164,1.23385,0.0214521,283.708,0.020989,268.318,0.0234129,355.771,9.03253,0.0518623,151.085,0.876096,0.932667,45.9704,0.0813526,4.74073,
224,CT,ap,0.952755,1.20933,0.0262029,310.389,0.0259801,293.933,0.0271517,383.458,5.8517,0.0506775,101.03,0.884268,0.938428,44.9715,0.0709514,4.76151,
224,CT,pvp,0.966166,1.15496,0.0214171,327.412,0.0212588,314.202,0.0220877,390.886,5.88842,0.0505836,105.871,0.91579,0.95433,50.4145,0.0550726,4.68665,
225,CT,ap,
225,CT,pvp,
226,CT,ap,0.92348,1.36577,0.0116613,402.149,0.0113154,367.187,0.0133914,569.713,33.8742,0.0512232,533.119,0.818965,0.899386,39.0236,0.127619,4.97217,
226,CT,pvp,0.936407,1.2942,0.0112989,355.541,0.0109559,331.314,0.0128187,468.497,36.2667,0.0549183,548.907,0.84652,0.916303,32.3723,0.102166,4.81791,
227,CT,ap,
227,CT,pvp,
228,CT,ap,0.959792,1.18165,0.0497433,245.76,0.0471282,233.624,0.0602767,301.523,3.22853,0.0513926,58.9949,0.900823,0.946729,81.9008,0.0629966,4.59428,
228,CT,pvp,0.952905,1.21273,0.0316282,209.249,0.0312167,198.03,0.0334806,258.511,4.10715,0.0587823,61.9212,0.884441,0.937307,88.4043,0.073287,4.45233,
229,CT,ap,0.94259,1.27574,0.0213306,344.307,0.0202666,322.14,0.0265249,452.26,12.4031,0.0476572,226.46,0.861865,0.92288,50.9727,0.0981568,4.89888,
229,CT,pvp,0.940556,1.27141,0.0183496,401.306,0.0169499,376.067,0.0241651,516.983,13.0213,0.0481125,235.349,0.85656,0.921986,55.2041,0.0928212,4.92698,
230,CT,ap,
230,CT,pvp,
231,CT,ap,0.967404,1.13038,0.0381017,195.247,0.0376891,188.408,0.0397521,222.603,2.83747,0.0573325,45.8772,0.918327,0.958987,81.5312,0.0408367,4.40911,
231,CT,pvp,0.957856,1.16858,0.079238,137.637,0.0789945,128.538,0.0802117,174.037,1.80566,0.0653707,25.2646,0.897791,0.948427,183.173,0.0511047,4.14174,
232,CT,ap,0.947001,1.24381,0.0187704,324.333,0.0184263,305.826,0.0202829,408.572,12.1092,0.0559012,188.712,0.87054,0.929551,43.7542,0.0851638,4.70193,
232,CT,pvp,0.948973,1.23663,0.0171392,261.692,0.01673,247.785,0.0189211,326.167,14.0696,0.0580635,213.887,0.875061,0.931627,42.099,0.0834151,4.62183,
233,CT,ap,
233,CT,pvp,
234,CT,ap,
234,CT,pvp,
235,CT,ap,
235,CT,pvp,
236,CT,ap,0.951544,1.22677,0.0275922,261.726,0.0272873,247.493,0.0290075,327.054,5.20452,0.0519899,89.4214,0.881522,0.934472,59.3278,0.0799189,4.7041,
236,CT,pvp,0.943747,1.26445,0.0314365,230.424,0.0302138,216.743,0.0364749,297.497,4.88648,0.0581191,72.3414,0.864639,0.925838,59.6076,0.0926799,4.57513,
237,CT,ap,
237,CT,pvp,
238,CT,ap,0.958005,1.18261,0.0284223,249.697,0.0280766,240.225,0.0298754,290.863,5.88863,0.057055,92,0.895718,0.944869,53.1477,0.0614673,4.5826,
238,CT,pvp,0.956269,1.1904,0.0261554,264.999,0.0257596,253.305,0.0278582,316.017,4.95403,0.0476335,93.6179,0.892505,0.943178,48.1783,0.0634141,4.75836,
239,CT,ap,0.960875,1.17861,0.033841,258.736,0.0326432,247.792,0.0417747,308.966,4.40492,0.0459963,88.8194,0.903627,0.947466,71.8711,0.0622033,4.75163,
239,CT,pvp,0.957604,1.20496,0.0236904,266.554,0.0231353,254.272,0.0260772,326.426,5.10893,0.0500919,94.5156,0.896134,0.941437,48.1553,0.0744798,4.71327,
240,CT,ap,0.937827,1.28551,0.0195412,364.32,0.0191441,335.754,0.0212289,496.604,9.29924,0.0539428,146.248,0.850276,0.918414,53.3735,0.0976748,4.78989,
240,CT,pvp,0.955648,1.20141,0.0221734,289.582,0.021576,276.181,0.0246469,351.405,9.04156,0.0541833,143.649,0.890736,0.940819,48.7213,0.0698144,4.66811,
241,CT,ap,0.941585,1.26789,0.0131043,269.75,0.0126802,254.958,0.015016,336.755,28.6437,0.0560176,428.436,0.858591,0.923058,33.6595,0.0922783,4.75858,
241,CT,pvp,0.940012,1.28041,0.0146729,262.492,0.0141085,247.965,0.0172882,329.186,26.6794,0.0518256,437.44,0.85548,0.920591,39.3219,0.0977403,4.8627,
242,CT,ap,0.939054,1.29617,0.018302,282.728,0.0180037,263.014,0.0196915,380.999,14.2959,0.0607899,200.712,0.853117,0.917941,38.2517,0.106459,4.65181,
242,CT,pvp,0.949631,1.23358,0.020247,327.138,0.0196274,308.859,0.0228646,411.868,12.28,0.0503848,207.499,0.876818,0.932724,48.0424,0.0820763,4.81545,
243,CT,ap,0.933519,1.31583,0.0121345,299.52,0.0116874,279.491,0.0142092,395.422,41.0723,0.0542189,620.818,0.840752,0.911808,31.5812,0.111049,4.83915,
243,CT,pvp,0.949439,1.22818,0.0118176,305.743,0.0114849,290.121,0.0132969,376.087,41.2302,0.0524014,669.361,0.875792,0.933071,33.4683,0.0787,4.80543,
244,CT,ap,0.962674,1.14931,0.0351279,210.147,0.0342333,201.548,0.0387062,244.54,3.23747,0.0556779,52.8858,0.906716,0.953133,82.0131,0.0466419,4.47747,
244,CT,pvp,0.972708,1.10917,0.0528391,256.274,0.0501358,249.956,0.063652,281.545,2.76495,0.0488327,53.7364,0.931738,0.965705,65.478,0.0341312,4.63414,
